Source,Target,Weight,Type
0,1.0,3,Directed
0,2.0,13,Directed
0,3.0,1,Directed
0,6.0,2,Directed
0,7.0,1,Directed
0,8.0,12,Directed
0,9.0,2,Directed
0,10.0,4,Directed
0,11.0,1,Directed
0,12.0,4,Directed
0,13.0,1,Directed
0,15.0,1,Directed
0,16.0,9,Directed
0,17.0,3,Directed
0,19.0,2,Directed
0,21.0,2,Directed
0,22.0,33,Directed
0,23.0,1,Directed
0,24.0,18,Directed
0,25.0,3,Directed
0,27.0,4,Directed
0,28.0,23,Directed
0,29.0,27,Directed
0,30.0,2,Directed
0,31.0,3,Directed
0,33.0,3,Directed
0,34.0,1,Directed
0,35.0,12,Directed
0,36.0,66,Directed
0,37.0,30,Directed
0,40.0,31,Directed
0,42.0,37,Directed
0,43.0,1,Directed
0,44.0,7,Directed
0,45.0,10,Directed
0,46.0,4,Directed
0,47.0,7,Directed
0,48.0,1,Directed
0,51.0,12,Directed
0,52.0,2,Directed
0,53.0,1,Directed
0,54.0,1,Directed
0,56.0,19,Directed
0,57.0,2,Directed
0,59.0,3,Directed
0,61.0,1,Directed
0,62.0,2,Directed
0,63.0,3,Directed
0,64.0,64,Directed
0,65.0,1,Directed
0,66.0,16,Directed
0,68.0,1,Directed
0,69.0,1,Directed
0,72.0,54,Directed
0,73.0,3,Directed
0,74.0,2,Directed
0,75.0,11,Directed
0,76.0,2,Directed
0,77.0,5,Directed
0,78.0,35,Directed
0,81.0,20,Directed
0,82.0,4,Directed
0,87.0,1,Directed
0,89.0,5,Directed
0,91.0,29,Directed
0,93.0,1,Directed
0,94.0,1,Directed
0,98.0,1,Directed
0,100.0,1,Directed
0,101.0,1,Directed
1,0.0,6,Directed
1,2.0,17,Directed
1,3.0,4,Directed
1,4.0,11,Directed
1,5.0,8,Directed
1,6.0,5,Directed
1,7.0,3,Directed
1,8.0,29,Directed
1,9.0,17,Directed
1,10.0,1,Directed
1,11.0,33,Directed
1,12.0,44,Directed
1,13.0,14,Directed
1,14.0,18,Directed
1,15.0,78,Directed
1,16.0,14,Directed
1,17.0,4,Directed
1,18.0,14,Directed
1,19.0,3,Directed
1,20.0,2,Directed
1,21.0,3,Directed
1,22.0,44,Directed
1,23.0,1,Directed
1,24.0,27,Directed
1,25.0,2,Directed
1,26.0,6,Directed
1,27.0,42,Directed
1,28.0,34,Directed
1,29.0,68,Directed
1,30.0,27,Directed
1,31.0,1,Directed
1,32.0,2,Directed
1,33.0,43,Directed
1,34.0,11,Directed
1,35.0,12,Directed
1,36.0,18,Directed
1,37.0,14,Directed
1,38.0,6,Directed
1,40.0,27,Directed
1,41.0,6,Directed
1,42.0,6,Directed
1,43.0,4,Directed
1,44.0,11,Directed
1,45.0,25,Directed
1,46.0,132,Directed
1,47.0,4,Directed
1,48.0,3,Directed
1,49.0,1,Directed
1,50.0,6,Directed
1,53.0,147,Directed
1,55.0,1,Directed
1,56.0,14,Directed
1,57.0,19,Directed
1,59.0,15,Directed
1,60.0,2,Directed
1,61.0,23,Directed
1,62.0,84,Directed
1,63.0,6,Directed
1,64.0,15,Directed
1,66.0,23,Directed
1,67.0,26,Directed
1,68.0,2,Directed
1,69.0,6,Directed
1,71.0,12,Directed
1,72.0,21,Directed
1,73.0,6,Directed
1,74.0,5,Directed
1,75.0,31,Directed
1,76.0,9,Directed
1,78.0,15,Directed
1,80.0,2,Directed
1,81.0,25,Directed
1,82.0,1,Directed
1,83.0,27,Directed
1,84.0,16,Directed
1,85.0,3,Directed
1,86.0,11,Directed
1,87.0,31,Directed
1,89.0,2,Directed
1,90.0,2,Directed
1,91.0,6,Directed
1,92.0,4,Directed
1,93.0,2,Directed
1,98.0,2,Directed
1,99.0,5,Directed
2,0.0,2,Directed
2,1.0,18,Directed
2,3.0,29,Directed
2,4.0,14,Directed
2,5.0,3,Directed
2,6.0,62,Directed
2,7.0,1,Directed
2,8.0,68,Directed
2,9.0,55,Directed
2,10.0,19,Directed
2,11.0,6,Directed
2,12.0,1,Directed
2,13.0,49,Directed
2,14.0,103,Directed
2,15.0,98,Directed
2,16.0,68,Directed
2,17.0,50,Directed
2,18.0,20,Directed
2,19.0,44,Directed
2,20.0,13,Directed
2,21.0,30,Directed
2,22.0,32,Directed
2,23.0,28,Directed
2,24.0,88,Directed
2,25.0,5,Directed
2,26.0,4,Directed
2,27.0,29,Directed
2,28.0,29,Directed
2,29.0,80,Directed
2,30.0,62,Directed
2,31.0,34,Directed
2,32.0,3,Directed
2,33.0,29,Directed
2,34.0,18,Directed
2,35.0,92,Directed
2,36.0,13,Directed
2,37.0,10,Directed
2,38.0,6,Directed
2,39.0,19,Directed
2,40.0,31,Directed
2,41.0,17,Directed
2,42.0,7,Directed
2,43.0,24,Directed
2,44.0,54,Directed
2,45.0,96,Directed
2,46.0,17,Directed
2,47.0,2,Directed
2,48.0,60,Directed
2,49.0,3,Directed
2,50.0,7,Directed
2,51.0,15,Directed
2,52.0,25,Directed
2,53.0,36,Directed
2,56.0,22,Directed
2,57.0,4,Directed
2,59.0,61,Directed
2,60.0,4,Directed
2,61.0,20,Directed
2,62.0,16,Directed
2,63.0,60,Directed
2,64.0,8,Directed
2,65.0,5,Directed
2,66.0,38,Directed
2,67.0,16,Directed
2,68.0,1,Directed
2,69.0,42,Directed
2,70.0,27,Directed
2,71.0,92,Directed
2,72.0,6,Directed
2,73.0,2,Directed
2,74.0,16,Directed
2,75.0,32,Directed
2,76.0,4,Directed
2,78.0,26,Directed
2,79.0,42,Directed
2,80.0,15,Directed
2,81.0,16,Directed
2,82.0,31,Directed
2,83.0,2,Directed
2,84.0,26,Directed
2,86.0,26,Directed
2,87.0,2,Directed
2,88.0,1,Directed
2,89.0,3,Directed
2,90.0,6,Directed
2,92.0,1,Directed
2,93.0,19,Directed
2,94.0,7,Directed
2,95.0,1,Directed
2,97.0,1,Directed
2,98.0,1,Directed
