Source,Target,Weight,Type
0,1.0,5,Directed
0,2.0,13,Directed
0,3.0,6,Directed
0,4.0,11,Directed
0,7.0,29,Directed
0,8.0,2,Directed
0,10.0,12,Directed
0,14.0,12,Directed
0,16.0,5,Directed
0,17.0,2,Directed
0,18.0,3,Directed
0,20.0,28,Directed
0,23.0,1,Directed
0,26.0,8,Directed
0,28.0,16,Directed
0,30.0,1,Directed
0,31.0,1,Directed
0,32.0,3,Directed
0,33.0,11,Directed
0,34.0,6,Directed
0,35.0,26,Directed
0,36.0,5,Directed
0,38.0,1,Directed
0,39.0,8,Directed
0,40.0,1,Directed
0,41.0,21,Directed
0,42.0,2,Directed
0,46.0,1,Directed
0,47.0,1,Directed
0,50.0,5,Directed
0,52.0,44,Directed
0,53.0,1,Directed
0,55.0,13,Directed
0,57.0,1,Directed
0,59.0,2,Directed
0,61.0,63,Directed
0,65.0,6,Directed
0,71.0,2,Directed
0,73.0,3,Directed
0,74.0,20,Directed
0,76.0,66,Directed
0,78.0,7,Directed
0,80.0,12,Directed
0,81.0,6,Directed
0,82.0,25,Directed
0,84.0,2,Directed
0,85.0,7,Directed
0,87.0,3,Directed
0,88.0,7,Directed
0,90.0,1,Directed
0,91.0,1,Directed
0,93.0,20,Directed
0,96.0,1,Directed
0,97.0,1,Directed
0,99.0,3,Directed
0,102.0,31,Directed
0,103.0,5,Directed
0,107.0,15,Directed
0,108.0,2,Directed
0,109.0,3,Directed
0,110.0,1,Directed
0,111.0,17,Directed
0,112.0,38,Directed
0,114.0,8,Directed
0,116.0,8,Directed
0,118.0,1,Directed
0,121.0,4,Directed
0,125.0,34,Directed
0,126.0,7,Directed
0,127.0,1,Directed
0,130.0,2,Directed
0,133.0,4,Directed
0,134.0,7,Directed
0,137.0,34,Directed
0,139.0,1,Directed
0,140.0,1,Directed
0,141.0,1,Directed
0,145.0,4,Directed
0,147.0,22,Directed
0,149.0,14,Directed
0,157.0,10,Directed
0,158.0,27,Directed
0,165.0,7,Directed
0,168.0,11,Directed
0,170.0,9,Directed
0,171.0,1,Directed
0,174.0,2,Directed
0,176.0,4,Directed
0,182.0,4,Directed
0,189.0,1,Directed
0,191.0,1,Directed
0,194.0,1,Directed
1,0.0,5,Directed
1,2.0,6,Directed
1,3.0,3,Directed
1,4.0,1,Directed
1,5.0,36,Directed
1,7.0,50,Directed
1,9.0,5,Directed
1,10.0,42,Directed
1,11.0,28,Directed
1,13.0,106,Directed
1,14.0,5,Directed
1,15.0,1,Directed
1,16.0,8,Directed
1,17.0,10,Directed
1,19.0,2,Directed
1,20.0,1,Directed
1,23.0,19,Directed
1,24.0,7,Directed
1,26.0,20,Directed
1,27.0,2,Directed
1,28.0,1,Directed
1,30.0,14,Directed
1,31.0,8,Directed
1,32.0,1,Directed
1,33.0,15,Directed
1,34.0,2,Directed
1,35.0,8,Directed
1,36.0,24,Directed
1,37.0,6,Directed
1,38.0,10,Directed
1,39.0,8,Directed
1,41.0,24,Directed
1,42.0,19,Directed
1,43.0,13,Directed
1,45.0,1,Directed
1,46.0,3,Directed
1,47.0,2,Directed
1,49.0,25,Directed
1,51.0,2,Directed
1,52.0,4,Directed
1,53.0,5,Directed
1,54.0,18,Directed
1,55.0,6,Directed
1,56.0,15,Directed
1,58.0,5,Directed
1,60.0,1,Directed
1,61.0,15,Directed
1,62.0,1,Directed
1,63.0,6,Directed
1,64.0,1,Directed
1,65.0,5,Directed
1,66.0,2,Directed
1,70.0,1,Directed
1,74.0,9,Directed
1,75.0,5,Directed
1,76.0,5,Directed
1,77.0,1,Directed
1,78.0,52,Directed
1,80.0,1,Directed
1,81.0,17,Directed
1,82.0,26,Directed
1,87.0,2,Directed
1,88.0,34,Directed
1,89.0,1,Directed
1,91.0,2,Directed
1,93.0,1,Directed
1,96.0,1,Directed
1,99.0,84,Directed
1,103.0,7,Directed
1,105.0,1,Directed
1,106.0,10,Directed
1,108.0,3,Directed
1,109.0,4,Directed
1,111.0,13,Directed
1,113.0,1,Directed
1,114.0,14,Directed
1,115.0,1,Directed
1,116.0,3,Directed
1,117.0,1,Directed
1,118.0,13,Directed
1,119.0,3,Directed
1,121.0,34,Directed
1,123.0,1,Directed
1,125.0,2,Directed
1,126.0,3,Directed
1,129.0,12,Directed
1,130.0,1,Directed
1,132.0,4,Directed
1,133.0,2,Directed
1,134.0,37,Directed
1,136.0,6,Directed
1,137.0,3,Directed
1,144.0,1,Directed
1,146.0,2,Directed
1,147.0,4,Directed
1,149.0,1,Directed
1,152.0,26,Directed
1,156.0,1,Directed
1,157.0,3,Directed
1,158.0,6,Directed
1,160.0,8,Directed
1,162.0,2,Directed
1,163.0,6,Directed
1,164.0,1,Directed
1,166.0,39,Directed
1,167.0,3,Directed
1,168.0,4,Directed
1,170.0,1,Directed
1,173.0,13,Directed
1,174.0,21,Directed
1,175.0,2,Directed
1,176.0,2,Directed
1,178.0,1,Directed
1,179.0,1,Directed
1,181.0,2,Directed
1,183.0,9,Directed
1,189.0,10,Directed
1,190.0,2,Directed
1,191.0,1,Directed
1,194.0,1,Directed
1,196.0,18,Directed
2,0.0,8,Directed
2,1.0,3,Directed
2,3.0,9,Directed
2,4.0,35,Directed
2,5.0,1,Directed
2,7.0,18,Directed
2,9.0,1,Directed
2,10.0,6,Directed
2,14.0,62,Directed
2,15.0,8,Directed
2,16.0,8,Directed
2,17.0,3,Directed
2,18.0,1,Directed
2,20.0,64,Directed
2,23.0,24,Directed
2,24.0,4,Directed
2,26.0,5,Directed
2,28.0,112,Directed
2,30.0,1,Directed
2,32.0,3,Directed
2,33.0,6,Directed
2,34.0,1,Directed
2,35.0,24,Directed
2,36.0,2,Directed
2,37.0,1,Directed
2,39.0,2,Directed
2,40.0,5,Directed
2,41.0,23,Directed
2,42.0,1,Directed
2,48.0,3,Directed
2,49.0,1,Directed
2,50.0,9,Directed
2,51.0,2,Directed
2,52.0,87,Directed
2,54.0,2,Directed
2,55.0,17,Directed
2,57.0,1,Directed
2,59.0,5,Directed
2,61.0,53,Directed
2,65.0,6,Directed
2,67.0,2,Directed
2,70.0,1,Directed
2,73.0,24,Directed
2,74.0,33,Directed
2,75.0,1,Directed
2,76.0,114,Directed
2,78.0,7,Directed
2,79.0,5,Directed
2,80.0,17,Directed
2,81.0,4,Directed
2,82.0,5,Directed
2,85.0,15,Directed
2,86.0,2,Directed
2,87.0,41,Directed
2,92.0,4,Directed
2,93.0,6,Directed
2,94.0,1,Directed
2,96.0,2,Directed
2,99.0,5,Directed
2,103.0,6,Directed
2,104.0,9,Directed
2,106.0,2,Directed
2,107.0,21,Directed
2,108.0,5,Directed
2,109.0,3,Directed
2,111.0,17,Directed
2,112.0,20,Directed
2,113.0,7,Directed
2,116.0,67,Directed
2,118.0,4,Directed
2,119.0,3,Directed
2,121.0,15,Directed
2,125.0,21,Directed
2,126.0,27,Directed
2,127.0,2,Directed
2,130.0,3,Directed
2,132.0,1,Directed
2,133.0,1,Directed
2,134.0,12,Directed
2,136.0,1,Directed
2,137.0,75,Directed
2,139.0,4,Directed
2,141.0,12,Directed
2,143.0,1,Directed
2,145.0,17,Directed
2,147.0,6,Directed
2,149.0,56,Directed
2,157.0,27,Directed
2,158.0,18,Directed
2,161.0,1,Directed
2,165.0,19,Directed
2,166.0,3,Directed
2,170.0,87,Directed
2,171.0,3,Directed
2,176.0,16,Directed
2,182.0,19,Directed
2,184.0,4,Directed
2,191.0,45,Directed
2,194.0,18,Directed
2,196.0,1,Directed
3,0.0,6,Directed
3,1.0,10,Directed
3,2.0,10,Directed
3,4.0,15,Directed
3,5.0,4,Directed
3,7.0,53,Directed
3,9.0,7,Directed
3,10.0,43,Directed
3,11.0,4,Directed
3,12.0,2,Directed
3,13.0,1,Directed
3,14.0,2,Directed
3,15.0,3,Directed
3,16.0,16,Directed
3,17.0,42,Directed
3,18.0,15,Directed
3,19.0,1,Directed
3,20.0,52,Directed
3,23.0,3,Directed
3,24.0,48,Directed
3,26.0,87,Directed
3,27.0,3,Directed
3,28.0,18,Directed
3,29.0,13,Directed
3,30.0,18,Directed
3,31.0,5,Directed
3,32.0,19,Directed
3,33.0,51,Directed
3,34.0,4,Directed
3,35.0,44,Directed
3,36.0,25,Directed
3,37.0,6,Directed
3,38.0,10,Directed
3,39.0,12,Directed
3,41.0,43,Directed
3,42.0,2,Directed
3,43.0,11,Directed
3,44.0,13,Directed
3,45.0,5,Directed
3,46.0,26,Directed
3,47.0,2,Directed
3,48.0,2,Directed
3,49.0,7,Directed
3,50.0,24,Directed
3,51.0,12,Directed
3,52.0,15,Directed
3,53.0,19,Directed
3,54.0,54,Directed
3,55.0,77,Directed
3,56.0,3,Directed
3,57.0,2,Directed
3,58.0,6,Directed
