Source,Target,Weight,Type
0,1.0,5,Directed
0,13.0,76,Directed
0,14.0,74,Directed
0,16.0,1,Directed
0,18.0,1,Directed
0,19.0,1,Directed
0,23.0,2,Directed
0,26.0,10,Directed
0,27.0,1,Directed
0,28.0,2,Directed
0,31.0,1,Directed
0,32.0,3,Directed
0,49.0,3,Directed
0,55.0,6,Directed
0,57.0,3,Directed
0,61.0,1,Directed
0,62.0,17,Directed
0,67.0,1,Directed
0,68.0,1,Directed
0,74.0,1,Directed
0,79.0,5,Directed
0,98.0,2,Directed
0,99.0,5,Directed
0,109.0,2,Directed
0,111.0,1,Directed
0,113.0,1,Directed
0,114.0,2,Directed
0,116.0,4,Directed
0,126.0,12,Directed
0,127.0,1,Directed
0,130.0,41,Directed
0,131.0,6,Directed
0,134.0,1,Directed
0,141.0,1,Directed
0,142.0,13,Directed
0,143.0,3,Directed
0,150.0,1,Directed
0,152.0,4,Directed
0,153.0,2,Directed
0,159.0,2,Directed
0,160.0,2,Directed
0,162.0,111,Directed
0,172.0,2,Directed
0,173.0,1,Directed
0,176.0,3,Directed
0,177.0,13,Directed
0,178.0,3,Directed
0,179.0,2,Directed
0,183.0,3,Directed
0,190.0,6,Directed
0,191.0,1,Directed
1,0.0,1,Directed
1,2.0,1,Directed
1,5.0,18,Directed
1,8.0,1,Directed
1,10.0,23,Directed
1,11.0,7,Directed
1,13.0,2,Directed
1,14.0,4,Directed
1,15.0,6,Directed
1,16.0,4,Directed
1,17.0,2,Directed
1,18.0,19,Directed
1,19.0,27,Directed
1,20.0,13,Directed
1,21.0,1,Directed
1,23.0,35,Directed
1,24.0,1,Directed
1,26.0,102,Directed
1,27.0,15,Directed
1,28.0,111,Directed
1,29.0,1,Directed
1,30.0,37,Directed
1,31.0,17,Directed
1,32.0,23,Directed
1,34.0,5,Directed
1,37.0,1,Directed
1,38.0,5,Directed
1,41.0,22,Directed
1,42.0,4,Directed
1,44.0,2,Directed
1,46.0,13,Directed
1,48.0,8,Directed
1,49.0,5,Directed
1,50.0,15,Directed
1,51.0,1,Directed
1,54.0,1,Directed
1,55.0,2,Directed
1,56.0,2,Directed
1,57.0,4,Directed
1,58.0,7,Directed
1,60.0,2,Directed
1,61.0,40,Directed
1,62.0,67,Directed
1,64.0,1,Directed
1,67.0,6,Directed
1,68.0,4,Directed
1,69.0,2,Directed
1,72.0,2,Directed
1,73.0,4,Directed
1,74.0,3,Directed
1,76.0,1,Directed
1,79.0,2,Directed
1,81.0,1,Directed
1,86.0,7,Directed
1,87.0,3,Directed
1,88.0,2,Directed
1,91.0,2,Directed
1,92.0,4,Directed
1,97.0,2,Directed
1,99.0,38,Directed
1,100.0,3,Directed
1,104.0,58,Directed
1,105.0,3,Directed
1,106.0,2,Directed
1,107.0,1,Directed
1,109.0,9,Directed
1,111.0,1,Directed
1,112.0,6,Directed
1,113.0,32,Directed
1,114.0,8,Directed
1,115.0,1,Directed
1,116.0,39,Directed
1,118.0,4,Directed
1,119.0,6,Directed
1,120.0,3,Directed
1,126.0,229,Directed
1,127.0,62,Directed
1,129.0,3,Directed
1,130.0,12,Directed
1,131.0,8,Directed
1,132.0,35,Directed
1,133.0,1,Directed
1,135.0,2,Directed
1,136.0,2,Directed
1,137.0,6,Directed
1,138.0,19,Directed
1,140.0,9,Directed
1,141.0,1,Directed
1,142.0,38,Directed
1,143.0,12,Directed
1,144.0,1,Directed
1,146.0,2,Directed
1,147.0,1,Directed
1,151.0,6,Directed
1,152.0,1,Directed
1,153.0,67,Directed
1,154.0,8,Directed
1,155.0,2,Directed
1,156.0,1,Directed
1,157.0,1,Directed
1,159.0,3,Directed
1,160.0,12,Directed
1,162.0,10,Directed
1,164.0,5,Directed
1,168.0,1,Directed
1,169.0,3,Directed
1,171.0,2,Directed
1,172.0,47,Directed
1,173.0,11,Directed
1,174.0,4,Directed
1,176.0,4,Directed
1,177.0,12,Directed
1,178.0,14,Directed
1,179.0,32,Directed
1,180.0,1,Directed
1,183.0,1,Directed
1,184.0,2,Directed
1,187.0,9,Directed
1,190.0,68,Directed
1,191.0,25,Directed
1,192.0,21,Directed
1,193.0,2,Directed
1,195.0,3,Directed
1,196.0,11,Directed
1,197.0,20,Directed
1,198.0,3,Directed
1,199.0,37,Directed
1,200.0,1,Directed
1,203.0,2,Directed
1,204.0,2,Directed
2,1.0,1,Directed
2,3.0,3,Directed
2,4.0,5,Directed
2,5.0,1,Directed
2,6.0,10,Directed
2,7.0,22,Directed
2,8.0,11,Directed
2,10.0,1,Directed
2,12.0,1,Directed
2,15.0,19,Directed
2,16.0,63,Directed
2,18.0,16,Directed
2,19.0,10,Directed
2,20.0,2,Directed
2,22.0,1,Directed
2,23.0,10,Directed
2,24.0,1,Directed
2,25.0,30,Directed
2,26.0,6,Directed
2,28.0,1,Directed
2,29.0,1,Directed
2,35.0,8,Directed
2,37.0,11,Directed
2,38.0,59,Directed
2,40.0,4,Directed
2,41.0,7,Directed
2,43.0,20,Directed
2,44.0,4,Directed
2,45.0,17,Directed
2,46.0,10,Directed
2,47.0,10,Directed
2,49.0,2,Directed
