Source,Target,Weight,Type
0,1.0,28,Directed
0,2.0,39,Directed
0,3.0,1,Directed
0,4.0,44,Directed
0,5.0,44,Directed
0,6.0,6,Directed
0,7.0,7,Directed
0,8.0,1,Directed
0,10.0,19,Directed
0,11.0,1,Directed
0,12.0,43,Directed
0,13.0,8,Directed
0,14.0,17,Directed
0,16.0,55,Directed
0,17.0,2,Directed
0,18.0,10,Directed
0,19.0,8,Directed
0,20.0,34,Directed
0,21.0,11,Directed
0,23.0,41,Directed
0,24.0,44,Directed
0,25.0,39,Directed
0,26.0,7,Directed
0,27.0,5,Directed
0,29.0,15,Directed
0,32.0,15,Directed
0,33.0,7,Directed
0,34.0,1,Directed
0,35.0,5,Directed
0,36.0,2,Directed
0,38.0,2,Directed
0,40.0,9,Directed
0,42.0,2,Directed
0,43.0,4,Directed
0,45.0,1,Directed
0,46.0,32,Directed
0,47.0,4,Directed
0,48.0,6,Directed
0,49.0,1,Directed
0,50.0,4,Directed
0,52.0,16,Directed
0,53.0,4,Directed
0,54.0,24,Directed
0,55.0,4,Directed
0,56.0,2,Directed
0,57.0,2,Directed
0,58.0,11,Directed
0,59.0,1,Directed
0,61.0,1,Directed
0,62.0,3,Directed
0,63.0,36,Directed
0,64.0,11,Directed
0,65.0,37,Directed
0,67.0,2,Directed
0,69.0,2,Directed
0,71.0,19,Directed
0,72.0,2,Directed
0,73.0,13,Directed
0,75.0,1,Directed
0,76.0,2,Directed
0,78.0,2,Directed
0,80.0,51,Directed
0,82.0,2,Directed
0,83.0,1,Directed
0,84.0,2,Directed
0,85.0,3,Directed
0,87.0,12,Directed
0,89.0,1,Directed
0,91.0,1,Directed
0,92.0,18,Directed
0,93.0,1,Directed
0,97.0,11,Directed
0,100.0,4,Directed
0,101.0,2,Directed
0,102.0,6,Directed
0,103.0,6,Directed
0,104.0,12,Directed
0,106.0,1,Directed
0,107.0,4,Directed
0,109.0,13,Directed
0,111.0,1,Directed
0,112.0,1,Directed
0,115.0,2,Directed
0,116.0,6,Directed
0,123.0,1,Directed
0,126.0,3,Directed
0,129.0,3,Directed
0,133.0,2,Directed
0,137.0,3,Directed
0,139.0,2,Directed
0,141.0,3,Directed
0,142.0,4,Directed
0,144.0,5,Directed
0,145.0,1,Directed
0,153.0,21,Directed
0,155.0,1,Directed
0,158.0,2,Directed
0,159.0,2,Directed
0,161.0,1,Directed
0,162.0,10,Directed
0,163.0,1,Directed
0,167.0,17,Directed
0,171.0,2,Directed
0,174.0,32,Directed
0,179.0,4,Directed
0,184.0,1,Directed
0,187.0,3,Directed
0,193.0,1,Directed
0,196.0,6,Directed
0,197.0,7,Directed
0,198.0,3,Directed
0,199.0,2,Directed
1,0.0,18,Directed
1,2.0,38,Directed
1,3.0,1,Directed
1,4.0,17,Directed
1,5.0,16,Directed
1,6.0,3,Directed
1,7.0,3,Directed
1,8.0,1,Directed
1,10.0,7,Directed
1,11.0,3,Directed
1,12.0,43,Directed
1,13.0,12,Directed
1,14.0,8,Directed
1,16.0,43,Directed
1,18.0,11,Directed
1,19.0,1,Directed
1,20.0,35,Directed
1,21.0,12,Directed
1,23.0,67,Directed
1,24.0,10,Directed
1,25.0,26,Directed
1,26.0,8,Directed
1,27.0,12,Directed
1,28.0,2,Directed
1,29.0,167,Directed
1,32.0,34,Directed
1,33.0,5,Directed
1,34.0,3,Directed
1,36.0,1,Directed
1,38.0,1,Directed
1,39.0,55,Directed
1,40.0,27,Directed
1,43.0,1,Directed
1,45.0,2,Directed
1,46.0,40,Directed
1,48.0,4,Directed
1,50.0,14,Directed
1,52.0,2,Directed
1,53.0,3,Directed
1,54.0,10,Directed
1,56.0,1,Directed
1,58.0,2,Directed
1,59.0,1,Directed
1,61.0,29,Directed
1,62.0,4,Directed
1,63.0,13,Directed
1,64.0,37,Directed
1,65.0,38,Directed
1,66.0,1,Directed
1,67.0,3,Directed
1,69.0,2,Directed
1,70.0,14,Directed
1,71.0,4,Directed
1,73.0,7,Directed
1,74.0,1,Directed
1,75.0,2,Directed
1,78.0,6,Directed
1,80.0,24,Directed
1,81.0,20,Directed
1,84.0,4,Directed
1,85.0,6,Directed
1,87.0,68,Directed
1,88.0,1,Directed
1,89.0,1,Directed
1,92.0,12,Directed
1,93.0,6,Directed
1,94.0,2,Directed
1,95.0,1,Directed
1,97.0,3,Directed
1,100.0,6,Directed
1,101.0,4,Directed
1,102.0,17,Directed
1,103.0,2,Directed
1,104.0,13,Directed
1,106.0,3,Directed
1,107.0,14,Directed
1,109.0,2,Directed
1,110.0,5,Directed
1,113.0,5,Directed
1,115.0,20,Directed
1,116.0,22,Directed
1,122.0,2,Directed
1,123.0,9,Directed
1,126.0,1,Directed
1,130.0,1,Directed
1,133.0,72,Directed
1,138.0,1,Directed
1,139.0,17,Directed
1,141.0,2,Directed
1,142.0,4,Directed
1,144.0,17,Directed
1,145.0,1,Directed
1,149.0,8,Directed
1,153.0,8,Directed
1,157.0,1,Directed
1,158.0,18,Directed
1,159.0,2,Directed
1,162.0,134,Directed
1,165.0,2,Directed
1,167.0,15,Directed
1,174.0,28,Directed
1,178.0,1,Directed
1,179.0,60,Directed
1,180.0,3,Directed
1,181.0,2,Directed
1,184.0,34,Directed
1,185.0,2,Directed
1,186.0,1,Directed
1,187.0,19,Directed
1,189.0,2,Directed
1,192.0,7,Directed
1,193.0,3,Directed
1,194.0,1,Directed
1,196.0,2,Directed
1,198.0,38,Directed
1,200.0,3,Directed
2,0.0,18,Directed
2,1.0,23,Directed
2,3.0,2,Directed
2,4.0,19,Directed
2,5.0,25,Directed
2,6.0,1,Directed
2,10.0,22,Directed
2,12.0,29,Directed
2,13.0,25,Directed
2,14.0,11,Directed
2,15.0,3,Directed
2,16.0,37,Directed
2,17.0,4,Directed
2,18.0,5,Directed
2,19.0,2,Directed
2,20.0,13,Directed
2,21.0,5,Directed
2,23.0,27,Directed
2,24.0,7,Directed
2,25.0,13,Directed
2,26.0,3,Directed
2,27.0,10,Directed
2,29.0,13,Directed
2,32.0,14,Directed
2,33.0,3,Directed
2,34.0,4,Directed
2,36.0,9,Directed
2,37.0,1,Directed
2,38.0,3,Directed
2,39.0,1,Directed
2,40.0,12,Directed
2,43.0,7,Directed
2,46.0,80,Directed
2,48.0,2,Directed
2,50.0,10,Directed
2,52.0,3,Directed
2,54.0,7,Directed
2,55.0,3,Directed
2,59.0,1,Directed
2,63.0,6,Directed
2,64.0,28,Directed
2,65.0,23,Directed
2,69.0,4,Directed
2,70.0,1,Directed
2,71.0,2,Directed
2,73.0,5,Directed
2,75.0,2,Directed
2,76.0,4,Directed
2,77.0,2,Directed
2,80.0,12,Directed
2,84.0,1,Directed
2,87.0,13,Directed
2,89.0,1,Directed
2,92.0,14,Directed
2,93.0,2,Directed
2,95.0,2,Directed
2,97.0,2,Directed
2,100.0,8,Directed
2,101.0,4,Directed
2,102.0,18,Directed
2,103.0,3,Directed
2,104.0,17,Directed
2,107.0,8,Directed
2,109.0,2,Directed
2,110.0,2,Directed
2,113.0,2,Directed
2,115.0,5,Directed
2,116.0,7,Directed
2,129.0,1,Directed
2,143.0,2,Directed
2,145.0,1,Directed
2,153.0,14,Directed
2,158.0,8,Directed
2,162.0,4,Directed
2,165.0,3,Directed
2,167.0,16,Directed
2,174.0,13,Directed
2,179.0,3,Directed
2,180.0,1,Directed
2,184.0,2,Directed
2,185.0,2,Directed
2,187.0,10,Directed
2,193.0,1,Directed
2,196.0,7,Directed
2,197.0,1,Directed
2,198.0,6,Directed
3,0.0,7,Directed
3,1.0,1,Directed
3,4.0,80,Directed
3,5.0,38,Directed
3,6.0,74,Directed
3,7.0,41,Directed
3,8.0,19,Directed
3,9.0,2,Directed
3,10.0,6,Directed
3,11.0,119,Directed
3,12.0,3,Directed
3,13.0,7,Directed
3,14.0,63,Directed
3,15.0,2,Directed
3,16.0,9,Directed
3,17.0,29,Directed
3,18.0,10,Directed
3,19.0,152,Directed
3,20.0,52,Directed
3,21.0,11,Directed
3,22.0,12,Directed
3,23.0,4,Directed
3,24.0,59,Directed
3,25.0,13,Directed
3,26.0,46,Directed
3,28.0,1,Directed
3,30.0,45,Directed
3,32.0,17,Directed
3,33.0,30,Directed
3,35.0,35,Directed
3,36.0,39,Directed
3,37.0,27,Directed
3,38.0,11,Directed
3,39.0,1,Directed
3,40.0,22,Directed
3,42.0,106,Directed
3,43.0,2,Directed
3,45.0,2,Directed
3,46.0,18,Directed
3,47.0,15,Directed
3,48.0,116,Directed
3,49.0,12,Directed
3,50.0,3,Directed
3,51.0,12,Directed
3,52.0,29,Directed
3,53.0,8,Directed
3,54.0,22,Directed
3,55.0,21,Directed
3,56.0,29,Directed
3,57.0,14,Directed
3,58.0,24,Directed
3,59.0,8,Directed
3,60.0,1,Directed
3,62.0,46,Directed
3,63.0,9,Directed
3,64.0,1,Directed
3,65.0,7,Directed
3,66.0,41,Directed
3,67.0,3,Directed
3,69.0,7,Directed
3,70.0,1,Directed
3,71.0,5,Directed
3,72.0,33,Directed
3,74.0,10,Directed
3,75.0,4,Directed
3,76.0,54,Directed
3,77.0,39,Directed
3,78.0,8,Directed
3,80.0,39,Directed
3,82.0,14,Directed
3,83.0,2,Directed
3,84.0,67,Directed
3,85.0,7,Directed
3,86.0,4,Directed
3,87.0,3,Directed
3,88.0,3,Directed
3,89.0,29,Directed
3,90.0,22,Directed
3,92.0,4,Directed
3,94.0,3,Directed
3,95.0,2,Directed
3,96.0,68,Directed
3,97.0,4,Directed
3,99.0,1,Directed
3,101.0,73,Directed
3,102.0,2,Directed
3,103.0,37,Directed
3,104.0,5,Directed
3,107.0,4,Directed
3,108.0,2,Directed
3,109.0,23,Directed
3,111.0,20,Directed
3,112.0,1,Directed
3,113.0,28,Directed
3,115.0,2,Directed
3,116.0,16,Directed
3,117.0,3,Directed
3,118.0,16,Directed
3,119.0,5,Directed
3,120.0,27,Directed
3,123.0,2,Directed
3,125.0,6,Directed
3,126.0,10,Directed
3,127.0,8,Directed
3,129.0,28,Directed
3,130.0,3,Directed
3,131.0,15,Directed
3,132.0,1,Directed
3,133.0,1,Directed
3,134.0,26,Directed
3,135.0,1,Directed
3,137.0,30,Directed
3,140.0,2,Directed
3,141.0,1,Directed
3,142.0,6,Directed
3,143.0,20,Directed
3,144.0,2,Directed
3,146.0,2,Directed
3,151.0,2,Directed
3,152.0,18,Directed
3,154.0,2,Directed
3,155.0,2,Directed
3,156.0,6,Directed
3,157.0,2,Directed
3,158.0,2,Directed
3,159.0,21,Directed
3,161.0,3,Directed
3,164.0,1,Directed
3,165.0,5,Directed
3,167.0,5,Directed
3,169.0,1,Directed
3,171.0,8,Directed
3,174.0,2,Directed
3,175.0,4,Directed
3,178.0,2,Directed
3,180.0,1,Directed
3,181.0,2,Directed
3,182.0,1,Directed
3,186.0,2,Directed
3,187.0,9,Directed
3,189.0,2,Directed
3,190.0,19,Directed
3,195.0,3,Directed
3,196.0,17,Directed
3,198.0,1,Directed
4,0.0,51,Directed
4,1.0,24,Directed
4,2.0,23,Directed
4,3.0,90,Directed
4,5.0,68,Directed
4,6.0,83,Directed
4,7.0,20,Directed
4,8.0,12,Directed
4,10.0,17,Directed
4,11.0,79,Directed
4,12.0,23,Directed
